Concurso;Data do Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Ganhadores 6 acertos;Cidade / UF;Rateio 6 acertos;Ganhadores 5 acertos;Rateio 5 acertos;Ganhadores 4 acertos;Rateio 4 acertos;Acumulado 6 acertos;Arrecadação Total;Estimativa prêmio;Acumulado Sorteio Especial Mega da Virada;Observação
738;15/02/2006;14;15;26;30;42;54;0;;R$0,00;47;R$26.720,69;4178;R$299,45;R$13.745.772,39;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 18/02/2006: R$16.000.000,00.
739;18/02/2006;6;10;35;45;49;56;0;;R$0,00;54;R$25.993,77;4723;R$296,08;R$23.305.073,75;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 22/02/2006: R$26.000.000,00.
740;22/02/2006;12;16;28;29;47;50;1;PR;R$26.132.814,65;90;R$17.953,91;6943;R$231,85;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 25/02/2006: R$1.000.000,00.
741;25/02/2006;24;26;27;36;39;59;0;;R$0,00;23;R$28.453,38;2133;R$305,65;R$1.145.248,54;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 01/03/2006: R$2.000.000,00.
742;01/03/2006;2;7;17;34;41;50;0;;R$0,00;25;R$14.199,00;1622;R$218,02;R$1.766.454,86;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 04/03/2006: R$3.000.000,00.
743;04/03/2006;20;23;25;32;54;60;0;;R$0,00;28;R$29.491,22;2762;R$297,84;R$3.211.524,66;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 08/03/2006: R$4.500.000,00.
744;08/03/2006;4;12;23;26;39;46;0;;R$0,00;77;R$10.441,97;5387;R$148,70;R$9.937.380,49;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 11/03/2006: R$12.000.000,00.
745;11/03/2006;2;16;21;37;43;57;0;;R$0,00;134;R$8.604,62;5262;R$218,30;R$11.955.163,21;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 15/03/2006: R$14.000.000,00.
746;15/03/2006;1;10;12;25;49;57;2;"RS; SP";R$6.995.681,58;114;R$10.206,52;6686;R$173,36;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 18/03/2006: R$1.000.000,00.
747;18/03/2006;2;3;12;21;23;56;0;;R$0,00;53;R$13.079,29;4363;R$158,28;R$1.213.104,40;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 22/03/2006: R$2.500.000,00.
748;22/03/2006;1;2;7;19;35;51;0;;R$0,00;74;R$9.080,42;4519;R$148,14;R$2.389.018,77;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 25/03/2006: R$4.000.000,00.
749;25/03/2006;4;24;47;48;50;57;0;;R$0,00;31;R$26.214,36;2669;R$303,33;R$9.429.097,84;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 29/03/2006: R$11.000.000,00.
750;29/03/2006;10;17;33;42;54;58;0;;R$0,00;49;R$18.795,69;3799;R$241,51;R$11.040.828,28;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 01/04/2006: R$13.000.000,00.
751;01/04/2006;4;7;20;25;38;50;0;;R$0,00;74;R$15.221,68;5579;R$201,14;R$13.012.035,71;R$0,00;R$15.000.000,00;R$0,00;
752;05/04/2006;4;23;24;25;29;42;0;;R$0,00;86;R$13.022,30;6849;R$162,90;R$14.971.892,19;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 08/04/2006: R$17.000.000,00.
753;08/04/2006;2;7;22;35;43;59;1;BA;R$17.388.228,32;152;R$9.083,97;8630;R$159,40;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 12/04/2006: R$1.000.000,00.
754;12/04/2006;3;4;13;34;42;50;0;;R$0,00;41;R$14.457,22;2827;R$208,89;R$7.463.330,98;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 15/04/2006: R$9.000.000,00.
755;15/04/2006;4;12;30;47;49;59;0;;R$0,00;41;R$18.319,33;2977;R$251,35;R$8.777.742,92;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 19/04/2006: R$10.000.000,00.
756;19/04/2006;5;27;37;38;41;50;0;;R$0,00;34;R$27.503,13;3135;R$297,15;R$10.414.179,09;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 22/04/2006: R$12.500.000,00.
757;22/04/2006;12;17;18;30;32;58;0;;R$0,00;53;R$17.988,72;3448;R$275,46;R$12.082.632,69;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 26/04/2006: R$14.000.000,00.
758;26/04/2006;1;23;36;43;47;59;0;;R$0,00;74;R$14.352,34;4910;R$215,49;R$13.941.260,58;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) parao próximo concurso, a ser realizado em 29/04/2006: R$16.000.000,00.
759;29/04/2006;30;31;39;45;48;59;0;;R$0,00;38;R$32.431,50;2588;R$474,40;R$22.265.544,19;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 03/05/2006: R$25.000.000,00.
760;03/05/2006;12;17;44;45;46;60;0;;R$0,00;80;R$16.005,08;5517;R$231,20;R$24.506.255,18;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 06/05/2006: R$27.000.000,00.
761;06/05/2006;13;17;27;29;40;56;0;;R$0,00;100;R$17.175,97;8936;R$191,48;R$27.512.048,76;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 10/05/2006: R$30.000.000,00.
762;10/05/2006;9;12;21;37;39;54;0;;R$0,00;143;R$13.668,11;10120;R$192,40;R$30.932.491,92;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 13/05/2006: R$35.000.000,00.
763;13/05/2006;1;9;26;40;47;48;0;;R$0,00;101;R$23.502,31;7655;R$308,92;R$35.086.525,19;R$0,00;R$0,00;R$0,00;O CONCURSO 764 SERÁ SORTEADO EM 18/05/2006 (QUINTA-FEIRA) ÀS 20 HORAS EM RIBEIRÃO PRETO/SP. A ESTIMATIVA DE PRÊMIO (SENA) PARA O CONCURSO 764 É DE R$40.000.000,00.
764;18/05/2006;3;7;45;47;53;55;1;PA;R$40.539.530,90;189;R$16.486,79;15290;R$203,03;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa de prêmio (sena): R$15.000.000,00. SORTEIO DO CONCURSO 765 ADIADO PARA 21/05/2006, ÀS 17 HORAS.
765;21/05/2006;3;10;16;30;37;50;0;;R$0,00;62;R$15.552,09;4336;R$221,54;R$14.740.248,65;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (Sena) para o próximo concurso a ser realizado em 24/05/2006: R$16.000.000,00.
766;24/05/2006;1;19;24;42;50;58;0;;R$0,00;63;R$16.857,33;4477;R$236,31;R$16.598.769,93;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 27/05/2006: R$18.000.000,00.
767;27/05/2006;15;22;32;38;50;54;0;;R$0,00;62;R$20.318,55;4419;R$284,00;R$18.803.331,88;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 31/05/2006: R$21.000.000,00.
768;31/05/2006;4;8;30;33;37;59;1;MG;R$21.024.430,31;93;R$13.647,30;6408;R$197,31;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 03/06/2006: R$1.000.000,00.
769;03/06/2006;12;16;20;21;29;50;0;;R$0,00;49;R$14.382,06;3078;R$228,08;R$7.808.149,60;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 07/06/2006: R$10.000.000,00.
770;07/06/2006;4;12;25;34;35;48;0;;R$0,00;68;R$13.703,65;5401;R$171,88;R$9.438.882,88;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 10/06/2006: R$11.000.000,00.
771;10/06/2006;14;21;29;34;46;47;0;;R$0,00;69;R$15.089,83;4559;R$227,53;R$11.260.979,64;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (Sena) para o próximo concurso, a ser realizado em 14/06/2006: R$13.000.000,00.
772;14/06/2006;10;35;38;51;52;60;0;;R$0,00;66;R$13.476,30;5330;R$166,25;R$12.817.492,36;R$0,00;R$15.000.000,00;R$0,00;
773;17/06/2006;3;5;14;29;34;51;0;;R$0,00;58;R$16.454,70;4919;R$193,29;R$14.487.644,71;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 21/06/2006: R$16.000.000,00.
774;21/06/2006;5;10;37;46;54;58;1;PA;R$16.319.071,08;64;R$16.352,03;4336;R$240,45;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa de prêmio (sena) para o próximo concurso a ser apurado em 24/06/2006: R$7.500.000,00.
775;24/06/2006;12;27;42;46;47;50;0;;R$0,00;30;R$25.559,59;3058;R$249,80;R$7.421.108,15;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 28/06/2006: R$9.000.000,00.
776;28/06/2006;3;15;35;41;57;60;0;;R$0,00;56;R$13.543,61;3075;R$245,72;R$8.748.382,29;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 01/07/2006: R$10.000.000,00.
777;01/07/2006;2;14;23;28;50;56;0;;R$0,00;80;R$10.746,73;3943;R$217,22;R$10.252.923,38;R$0,00;R$12.000.000,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$ 12.000.000,00.
778;05/07/2006;20;31;36;37;45;51;0;;R$0,00;21;R$42.785,84;1890;R$473,60;R$11.825.302,87;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 08/07/2006: R$14.000.000,00.
779;08/07/2006;25;26;29;36;52;54;0;;R$0,00;26;R$39.580,32;3127;R$327,85;R$19.016.906,07;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 12/07/2006: R$21.000.000,00.
780;12/07/2006;7;10;28;50;51;59;0;;R$0,00;43;R$26.754,56;3828;R$299,40;R$21.030.186,72;R$0,00;R$0,00;R$0,00;Acumulou!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 15/07/2006: R$23.000.000,00.
781;15/07/2006;8;10;13;39;54;56;0;;R$0,00;66;R$19.809,51;5707;R$228,22;R$23.318.185,27;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 19/07/2006: R$25.000.000,00.
782;19/07/2006;2;11;23;35;42;59;0;;R$0,00;144;R$9.270,41;7533;R$176,55;R$25.654.326,84;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 22/07/2006: R$28.000.000,00.
783;22/07/2006;4;8;21;32;43;48;1;MT;R$28.244.624,32;140;R$10.572,64;8427;R$174,99;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 26/07/2006: R$1.000.000,00.
784;26/07/2006;8;27;37;42;53;56;0;;R$0,00;27;R$20.363,80;2163;R$253,24;R$8.240.695,17;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 29/07/2006: R$10.000.000,00.
785;29/07/2006;5;8;17;35;37;48;1;RJ;R$9.770.979,43;126;R$6.940,06;6657;R$130,87;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 02/08/2006: R$1.000.000,00.
786;02/08/2006;10;11;26;27;31;41;0;;R$0,00;19;R$25.700,08;1521;R$319,83;R$854.527,84;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 05/08/2006: R$2.000.000,00.
787;05/08/2006;20;31;34;37;54;60;0;;R$0,00;40;R$16.922,47;1955;R$344,93;R$2.039.100,64;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 09/08/2006: R$3.000.000,00.
788;09/08/2006;17;19;29;31;44;57;0;;R$0,00;62;R$10.763,88;3247;R$204,75;R$3.206.981,50;R$0,00;R$0,00;R$0,00;"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 12/08/2006; R$5.000.000,00."
789;12/08/2006;6;31;38;39;50;60;0;;R$0,00;13;R$62.482,48;1808;R$447,56;R$9.027.559,48;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (06 acertos) para o próximo concurso, a ser realizado em 16/08/2006: R$11.000.000,00.
790;16/08/2006;2;6;19;22;28;43;0;;R$0,00;71;R$11.717,34;5884;R$140,86;R$10.483.439,10;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 19/08/2006: R$12.000.000,00.
791;19/08/2006;9;14;19;35;42;58;1;SP;R$12.212.213,94;114;R$8.665,54;5756;R$170,97;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 23/08/2006: R$1.000.000,00.
792;23/08/2006;9;29;34;43;45;56;0;;R$0,00;32;R$15.844,65;1949;R$259,17;R$887.300,41;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 26/08/2006: R$2.000.000,00.
793;26/08/2006;3;15;16;33;51;57;0;;R$0,00;62;R$10.387,12;3629;R$176,79;R$2.014.302,06;R$0,00;R$0,00;R$0,00;ACUMULOU!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 30/08/2006: R$3.000.000,00.
794;30/08/2006;3;38;42;47;55;56;0;;R$0,00;15;R$37.006,71;1730;R$319,66;R$7.393.144,45;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 02/09/2006: R$9.000.000,00.
795;02/09/2006;14;21;26;29;36;48;0;;R$0,00;76;R$11.029,20;4389;R$190,27;R$8.860.028,16;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 06/09/2006: R$10.000.000,00.
796;06/09/2006;5;19;24;34;39;43;0;;R$0,00;80;R$9.974,90;4883;R$162,81;R$10.256.514,12;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 09/09/2006: R$12.000.000,00.
797;09/09/2006;6;12;47;48;52;58;0;;R$0,00;66;R$12.566,42;3447;R$239,70;R$11.707.935,01;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 13/09/2006: R$13.000.000,00.
798;13/09/2006;3;4;9;29;32;52;0;;R$0,00;48;R$19.610,77;4104;R$228,50;R$13.355.239,88;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 16/09/2006: R$15.000.000,00.
799;16/09/2006;19;29;35;42;55;57;0;;R$0,00;56;R$19.330,65;4675;R$230,69;R$20.861.429,08;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 20/09/2006: R$23.000.000,00.
800;20/09/2006;1;7;11;37;38;56;0;;R$0,00;44;R$26.411,64;4497;R$257,44;R$22.895.125,15;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 23/09/2006: R$ 25.000.000,00.
801;23/09/2006;11;19;20;22;42;48;0;;R$0,00;73;R$19.406,93;5791;R$243,72;R$25.374.360,34;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 27/09/2006: R$28.000.000,00.
802;27/09/2006;6;14;18;24;48;60;0;;R$0,00;117;R$12.287,80;8216;R$174,32;R$27.890.287,63;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 30/09/2006: R$31.000.000,00.
803;30/09/2006;3;5;10;21;28;57;0;;R$0,00;193;R$8.993,04;12055;R$143,44;R$30.927.687,90;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 04/10/2006: R$34.000.000,00.
804;04/10/2006;3;13;37;47;56;59;1;SP;R$34.172.202,25;134;R$13.835,88;9937;R$185,88;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 07/10/2006: R$11.000.000,00.
805;07/10/2006;2;30;36;43;48;60;0;;R$0,00;62;R$14.428,43;3489;R$255,42;R$11.073.179,39;R$0,00;R$0,00;R$0,00;POR PROBLEMAS TÉCNICOS O SORTEIO DO CONCURSO 806 DA MEGA-SENA SERÁ REALIZADO EM 12/10 ÀS 20 HORAS NO CAMINHÃO DA SORTE EM BOA ESPERANÇA/MG. A Estimativa de prêmio (sena) para o concurso 806 é de: R$13.000.000,00.
806;12/10/2006;18;26;35;41;47;60;0;;R$0,00;50;R$18.518,81;3179;R$290,17;R$12.693.574,74;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 14/10/2006: R$14.000.000,00.
807;14/10/2006;2;8;27;32;49;56;0;;R$0,00;130;R$7.262,48;6188;R$152,01;R$14.345.789,99;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 18/10/2006: R$16.000.000,00.
808;18/10/2006;2;15;21;31;46;57;0;;R$0,00;44;R$24.446,08;3844;R$278,76;R$16.228.138,27;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 21/10/2006: R$18.000.000,00.
809;21/10/2006;5;11;15;23;25;30;0;;R$0,00;121;R$8.582,38;7669;R$134,90;R$24.143.857,18;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 25/10/2006: R$26.000.000,00.
810;25/10/2006;1;4;5;33;37;48;0;;R$0,00;75;R$17.505,65;6450;R$202,79;R$26.441.472,82;R$0,00;R$30.000.000,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (Sena) para o próximo concurso, a ser realizado em 28/10/2006: R$30.000.000,00.
811;28/10/2006;10;28;32;41;47;57;2;"RS; SP";R$14.597.902,39;89;R$17.684,31;5508;R$284,67;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 01/11/2006: R$1.000.000,00.
812;01/11/2006;11;13;38;39;54;57;0;;R$0,00;57;R$9.696,24;2116;R$260,21;R$967.199,74;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 04/11/2006: R$2.000.000,00.
813;04/11/2006;9;15;23;45;46;56;0;;R$0,00;43;R$14.647,97;3244;R$193,43;R$2.069.459,59;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso a ser realizado em 08/11/2006: R$3.000.000,00.
814;08/11/2006;2;8;11;41;46;50;0;;R$0,00;37;R$18.442,44;2534;R$268,27;R$9.203.290,18;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 11/11/2006: R$11.000.000,00.
815;11/11/2006;9;19;37;39;50;57;0;;R$0,00;56;R$17.528,89;3621;R$270,06;R$10.921.121,58;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 16/11/2006: R$13.000.000,00.
816;16/11/2006;20;21;30;40;47;52;0;;R$0,00;21;R$39.708,11;1885;R$440,69;R$12.380.394,81;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 18/11/2006: R$14.000.000,00.
817;18/11/2006;10;29;30;34;43;52;0;;R$0,00;27;R$34.364,35;2469;R$374,37;R$14.004.110,17;R$0,00;R$16.000.000,00;R$0,00;Acumulou!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 22/11/2006: R$16.000.000,00.
818;22/11/2006;8;9;22;25;41;44;0;;R$0,00;58;R$16.865,13;4935;R$197,47;R$15.715.920,16;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realzado em 25/11/2006:R$18.000.000,00.
819;25/11/2006;5;19;25;46;51;58;0;;R$0,00;105;R$11.132,90;5868;R$198,46;R$23.874.662,70;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 29/11/2006: R$26.000.000,00.
820;29/11/2006;10;17;21;32;45;46;2;SP;R$13.046.320,38;82;R$15.456,29;5102;R$247,47;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa de prêmio (Sena) para o próximo concurso, a ser realizado em 02/12/2006: R$1.000.000,00.
821;02/12/2006;4;29;33;36;38;42;0;;R$0,00;37;R$17.462,93;3307;R$194,64;R$1.130.724,80;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (Sena) para o próximo concurso, a ser realizado em 06/12/2006: R$2.000.000,00.
822;06/12/2006;4;10;17;27;41;52;0;;R$0,00;31;R$19.931,52;2585;R$238,13;R$2.212.009,51;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 09/12/2006: R$3.500.000,00.
823;09/12/2006;1;15;26;51;54;59;0;;R$0,00;22;R$35.180,77;2144;R$359,62;R$3.566.468,83;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (6 acertos) para o próximo concurso, a ser realizado em 13/12/2006: R$5.000.000,00.
824;13/12/2006;6;7;9;20;33;48;0;;R$0,00;53;R$14.753,39;5002;R$155,73;R$10.044.004,79;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (Sena) para o próximo concurso, a ser realizado em 16/12/2006: R$12.000.000,00.
825;16/12/2006;10;21;28;40;41;47;0;;R$0,00;52;R$19.453,75;4148;R$242,96;R$11.814.295,88;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (Sena) para o próximo concurso, a ser realizado em 19/12/2006: R$13.000.000,00.
826;19/12/2006;6;7;8;27;45;53;0;;R$0,00;68;R$9.188,18;3571;R$174,30;R$12.907.689,09;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 21/12/2006: R$15.000.000,00.
827;21/12/2006;18;24;30;42;51;56;0;;R$0,00;47;R$21.021,73;4106;R$239,72;R$14.636.725,67;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 23/12/2006: R$17.000.000,00.
828;23/12/2006;23;28;38;42;50;53;0;;R$0,00;29;R$40.114,62;3478;R$333,21;R$16.672.542,56;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 31/12/2006, DOMINGO: R$22.000.000,00.
829;31/12/2006;10;14;32;47;50;56;0;;R$0,00;162;R$18.311,20;10814;R$273,27;R$30.306.455,18;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 03/01/2007: R$33.000.000,00.
830;03/01/2007;2;13;41;49;51;53;0;;R$0,00;94;R$24.135,05;7705;R$293,34;R$34.276.670,77;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 06/01/2007: R$40.000.000,00.
831;06/01/2007;3;32;33;42;48;50;0;;R$0,00;117;R$31.716,10;12045;R$306,90;R$40.770.541,92;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 10/01/2007: R$50.000.000,00.
832;10/01/2007;15;17;23;33;39;49;1;GO;R$52.807.317,17;510;R$13.486,58;37086;R$184,77;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa de prêmio (6 acertos) para o próximo concurso, a ser realizado em 13/01/2007: R$1.500.000,00.
833;13/01/2007;13;16;46;53;57;58;0;;R$0,00;40;R$19.408,81;2678;R$288,80;R$1.358.616,66;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 17/01/2007: R$2.500.000,00.
834;17/01/2007;10;16;17;34;44;51;1;SP;R$2.820.323,56;42;R$19.887,17;3073;R$270,78;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 20/01/2007: R$20.000.000,00.
835;20/01/2007;18;31;33;49;57;58;0;;R$0,00;40;R$28.893,86;4078;R$282,34;R$20.109.130,83;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 24/01/2007: R$22.000.000,00.
836;24/01/2007;17;22;28;38;52;59;0;;R$0,00;64;R$20.981,59;4859;R$275,31;R$22.459.069,62;R$0,00;R$0,00;R$0,00;ACUMULOU!!! Estimativa de prêmio (Sena) para o próximo concurso, a ser realizado em 27/01/2007: R$25.000.000,00.
837;27/01/2007;5;6;16;24;34;60;1;GO;R$25.067.473,09;73;R$20.418,03;6233;R$238,23;R$0,00;R$0,00;R$0,00;R$0,00;Estimativa de prêmio (Sena) para o próximo concurso, a ser realizado em 31/01/2007: R$1.000.000,00.
838;31/01/2007;9;23;30;38;44;47;0;;R$0,00;41;R$16.256,65;2825;R$235,05;R$1.166.414,58;R$0,00;R$0,00;R$0,00;ACUMULOU! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 03/02/2007: R$2.500.000,00.
